United States, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 27/06/2022
Year    ARDY   Cohort        ASFR
1937     46     1891      0.00290
1937     47     1890      0.00150
1937     48     1889      0.00078
1937     49     1888      0.00041
1937     50     1887      0.00019
1937     51     1886      0.00007
1937     52     1885      0.00005
1937     53     1884      0.00005
1937     54     1883      0.00003
1937     55+    1882-     0.00002
1938     12-    1926+     0.00002
1938     13     1925      0.00022
1938     14     1924      0.00109
1938     15     1923      0.00449
1938     16     1922      0.01401
1938     17     1921      0.03339
1938     18     1920      0.06096
1938     19     1919      0.08633
1938     20     1918      0.10474
1938     21     1917      0.11806
1938     22     1916      0.12393
1938     23     1915      0.12934
1938     24     1914      0.12990
1938     25     1913      0.12526
1938     26     1912      0.11949
1938     27     1911      0.11232
1938     28     1910      0.10945
1938     29     1909      0.10267
1938     30     1908      0.09582
1938     31     1907      0.08509
1938     32     1906      0.07543
1938     33     1905      0.07025
1938     34     1904      0.06222
1938     35     1903      0.05649
1938     36     1902      0.04975
1938     37     1901      0.04438
1938     38     1900      0.04408
1938     39     1899      0.03680
1938     40     1898      0.02780
1938     41     1897      0.02093
1938     42     1896      0.01614
1938     43     1895      0.01287
1938     44     1894      0.00801
1938     45     1893      0.00493
1938     46     1892      0.00275
1938     47     1891      0.00136
1938     48     1890      0.00079
1938     49     1889      0.00043
1938     50     1888      0.00018
1938     51     1887      0.00007
1938     52     1886      0.00006
1938     53     1885      0.00004
1938     54     1884      0.00002
1938     55+    1883-     0.00001
1939     12-    1927+     0.00000
1939     13     1926      0.00004
1939     14     1925      0.00099
1939     15     1924      0.00553
1939     16     1923      0.01548
1939     17     1922      0.03431
1939     18     1921      0.05813
1939     19     1920      0.08201
1939     20     1919      0.10283
1939     21     1918      0.11614
1939     22     1917      0.12083
1939     23     1916      0.12197
1939     24     1915      0.12504
1939     25     1914      0.12734
1939     26     1913      0.12111
1939     27     1912      0.11108
1939     28     1911      0.10376
1939     29     1910      0.09950
1939     30     1909      0.09432
1939     31     1908      0.08479
1939     32     1907      0.07544
1939     33     1906      0.06903
1939     34     1905      0.06443
1939     35     1904      0.05918
1939     36     1903      0.05199
1939     37     1902      0.04471
1939     38     1901      0.03820
1939     39     1900      0.03203
1939     40     1899      0.02633
1939     41     1898      0.02091
1939     42     1897      0.01547
1939     43     1896      0.01059
1939     44     1895      0.00682
1939     45     1894      0.00422
1939     46     1893      0.00257
1939     47     1892      0.00149
1939     48     1891      0.00081
1939     49     1890      0.00042
1939     50     1889      0.00022
1939     51     1888      0.00011
1939     52     1887      0.00005
1939     53     1886      0.00002
1939     54     1885      0.00001
1939     55+    1884-     0.00001
1940     12-    1928+     0.00000
1940     13     1927      0.00003
1940     14     1926      0.00098
1940     15     1925      0.00546
1940     16     1924      0.01541
1940     17     1923      0.03439
1940     18     1922      0.05871
1940     19     1921      0.08345
1940     20     1920      0.10569
1940     21     1919      0.12039
1940     22     1918      0.12575
1940     23     1917      0.12730
1940     24     1916      0.13065
1940     25     1915      0.13297
1940     26     1914      0.12623
1940     27     1913      0.11560
1940     28     1912      0.10797
1940     29     1911      0.10365
1940     30     1910      0.09848
1940     31     1909      0.08877
1940     32     1908      0.07889
1940     33     1907      0.07165
1940     34     1906      0.06605
1940     35     1905      0.05966
1940     36     1904      0.05151
1940     37     1903      0.04393
1940     38     1902      0.03765
1940     39     1901      0.03189
1940     40     1900      0.02655
1940     41     1899      0.02125
1940     42     1898      0.01562
1940     43     1897      0.01047
1940     44     1896      0.00654
1940     45     1895      0.00396
1940     46     1894      0.00238
1940     47     1893      0.00134
1940     48     1892      0.00069
1940     49     1891      0.00033
1940     50     1890      0.00017
1940     51     1889      0.00010
1940     52     1888      0.00005
1940     53     1887      0.00002
1940     54     1886      0.00001
1940     55+    1885-     0.00000
1941     12-    1929+     0.00000
1941     13     1928      0.00004
1941     14     1927      0.00104
1941     15     1926      0.00580
1941     16     1925      0.01630
1941     17     1924      0.03616
1941     18     1923      0.06160
1941     19     1922      0.08799
1941     20     1921      0.11284
1941     21     1920      0.12999
1941     22     1919      0.13649
1941     23     1918      0.13840
1941     24     1917      0.14152
1941     25     1916      0.14298
1941     26     1915      0.13476
1941     27     1914      0.12267
1941     28     1913      0.11396
1941     29     1912      0.10893
1941     30     1911      0.10304
1941     31     1910      0.09239
1941     32     1909      0.08170
1941     33     1908      0.07388
1941     34     1907      0.06781
1941     35     1906      0.06102
1941     36     1905      0.05249
1941     37     1904      0.04453
1941     38     1903      0.03791
1941     39     1902      0.03186
1941     40     1901      0.02622
1941     41     1900      0.02073
1941     42     1899      0.01514
1941     43     1898      0.01013
1941     44     1897      0.00633
1941     45     1896      0.00386
1941     46     1895      0.00232
1941     47     1894      0.00125
1941     48     1893      0.00060
1941     49     1892      0.00027
1941     50     1891      0.00013
1941     51     1890      0.00007
1941     52     1889      0.00004
1941     53     1888      0.00002
1941     54     1887      0.00001
1941     55+    1886-     0.00000
1942     12-    1930+     0.00000
1942     13     1929      0.00004
1942     14     1928      0.00109
1942     15     1927      0.00612
1942     16     1926      0.01734
1942     17     1925      0.03862
1942     18     1924      0.06628
1942     19     1923      0.09613
1942     20     1922      0.12592
1942     21     1921      0.14785
1942     22     1920      0.15722
1942     23     1919      0.16031
1942     24     1918      0.16329
1942     25     1917      0.16327
1942     26     1916      0.15232
1942     27     1915      0.13750
1942     28     1914      0.12684
1942     29     1913      0.12062
1942     30     1912      0.11354
1942     31     1911      0.10114
1942     32     1910      0.08884
1942     33     1909      0.07986
1942     34     1908      0.07288
1942     35     1907      0.06527
1942     36     1906      0.05589
1942     37     1905      0.04705
1942     38     1904      0.03961
1942     39     1903      0.03283
1942     40     1902      0.02670
1942     41     1901      0.02089
1942     42     1900      0.01502
1942     43     1899      0.00984
1942     44     1898      0.00601
1942     45     1897      0.00359
1942     46     1896      0.00213
1942     47     1895      0.00119
1942     48     1894      0.00061
1942     49     1893      0.00029
1942     50     1892      0.00015
1942     51     1891      0.00009
1942     52     1890      0.00004
1942     53     1889      0.00002
1942     54     1888      0.00001
1942     55+    1887-     0.00000
1943     12-    1931+     0.00000
1943     13     1930      0.00004
1943     14     1929      0.00116
1943     15     1928      0.00645
1943     16     1927      0.01806
1943     17     1926      0.03981
1943     18     1925      0.06765
1943     19     1924      0.09718
1943     20     1923      0.12620
1943     21     1922      0.14727
1943     22     1921      0.15630
1943     23     1920      0.15980
1943     24     1919      0.16412
1943     25     1918      0.16601
1943     26     1917      0.15653
1943     27     1916      0.14267
1943     28     1915      0.13299
1943     29     1914      0.12785
1943     30     1913      0.12159
1943     31     1912      0.10932
1943     32     1911      0.09682
1943     33     1910      0.08764
1943     34     1909      0.08042
1943     35     1908      0.07232
1943     36     1907      0.06214
1943     37     1906      0.05239
1943     38     1905      0.04401
1943     39     1904      0.03628
1943     40     1903      0.02943
1943     41     1902      0.02297
1943     42     1901      0.01620
1943     43     1900      0.01023
1943     44     1899      0.00598
1943     45     1898      0.00349
1943     46     1897      0.00209
1943     47     1896      0.00114
1943     48     1895      0.00055
1943     49     1894      0.00025
1943     50     1893      0.00011
1943     51     1892      0.00006
1943     52     1891      0.00004
1943     53     1890      0.00003
1943     54     1889      0.00003
1943     55+    1888-     0.00009
1944     12-    1932+     0.00000
1944     13     1931      0.00004
1944     14     1930      0.00112
1944     15     1929      0.00613
1944     16     1928      0.01660
1944     17     1927      0.03559
1944     18     1926      0.05943
1944     19     1925      0.08546
1944     20     1924      0.11309
1944     21     1923      0.13505
1944     22     1922      0.14598
1944     23     1921      0.15077
1944     24     1920      0.15436
1944     25     1919      0.15427
1944     26     1918      0.14415
1944     27     1917      0.13115
1944     28     1916      0.12299
1944     29     1915      0.12010
1944     30     1914      0.11657
1944     31     1913      0.10658
1944     32     1912      0.09567
1944     33     1911      0.08777
1944     34     1910      0.08153
1944     35     1909      0.07417
1944     36     1908      0.06445
1944     37     1907      0.05481
1944     38     1906      0.04624
1944     39     1905      0.03813
1944     40     1904      0.03086
1944     41     1903      0.02401
1944     42     1902      0.01683
1944     43     1901      0.01051
1944     44     1900      0.00607
1944     45     1899      0.00350
1944     46     1898      0.00207
1944     47     1897      0.00110
1944     48     1896      0.00052
1944     49     1895      0.00023
1944     50     1894      0.00010
1944     51     1893      0.00005
1944     52     1892      0.00003
1944     53     1891      0.00002
1944     54     1890      0.00002
1944     55+    1889-     0.00009
1945     12-    1933+     0.00000
1945     13     1932      0.00004
1945     14     1931      0.00116
1945     15     1930      0.00617
1945     16     1929      0.01626
1945     17     1928      0.03434
1945     18     1927      0.05647
1945     19     1926      0.08006
1945     20     1925      0.10468
1945     21     1924      0.12383
1945     22     1923      0.13314
1945     23     1922      0.13784
1945     24     1921      0.14278
1945     25     1920      0.14523
1945     26     1919      0.13792
1945     27     1918      0.12723
1945     28     1917      0.12092
1945     29     1916      0.11947
1945     30     1915      0.11728
1945     31     1914      0.10851
1945     32     1913      0.09842
1945     33     1912      0.09096
1945     34     1911      0.08489
1945     35     1910      0.07760
1945     36     1909      0.06785
1945     37     1908      0.05782
1945     38     1907      0.04857
1945     39     1906      0.03975
1945     40     1905      0.03181
1945     41     1904      0.02454
1945     42     1903      0.01733
1945     43     1902      0.01106
1945     44     1901      0.00656
1945     45     1900      0.00390
1945     46     1899      0.00236
1945     47     1898      0.00128
1945     48     1897      0.00061
1945     49     1896      0.00027
1945     50     1895      0.00011
1945     51     1894      0.00006
1945     52     1893      0.00004
1945     53     1892      0.00003
1945     54     1891      0.00003
1945     55+    1890-     0.00011
1946     12-    1934+     0.00000
1946     13     1933      0.00005
1946     14     1932      0.00120
1946     15     1931      0.00549
1946     16     1930      0.01448
1946     17     1929      0.03333
1946     18     1928      0.06278
1946     19     1927      0.10171
1946     20     1926      0.13590
1946     21     1925      0.16266
1946     22     1924      0.17811
1946     23     1923      0.18563
1946     24     1922      0.18753
1946     25     1921      0.18215
1946     26     1920      0.17482
1946     27     1919      0.15888
1946     28     1918      0.14872
1946     29     1917      0.14192
1946     30     1916      0.13205
1946     31     1915      0.12051
1946     32     1914      0.10936
1946     33     1913      0.10036
1946     34     1912      0.08861
1946     35     1911      0.07917
1946     36     1910      0.07050
1946     37     1909      0.05904
1946     38     1908      0.05073
1946     39     1907      0.04267
1946     40     1906      0.03237
1946     41     1905      0.02293
1946     42     1904      0.01686
1946     43     1903      0.01228
1946     44     1902      0.00732
1946     45     1901      0.00419
1946     46     1900      0.00241
1946     47     1899      0.00107
1946     48     1898      0.00045
1946     49     1897      0.00027
1946     50     1896      0.00012
1946     51     1895      0.00004
1946     52     1894      0.00003
1946     53     1893      0.00003
1946     54     1892      0.00002
1946     55+    1891-     0.00010
1947     12-    1935+     0.00000
1947     13     1934      0.00006
1947     14     1933      0.00157
1947     15     1932      0.00750
1947     16     1931      0.01982
1947     17     1930      0.04709
1947     18     1929      0.08717
1947     19     1928      0.13366
1947     20     1927      0.17373
1947     21     1926      0.19619
1947     22     1925      0.20727
1947     23     1924      0.21384
1947     24     1923      0.20914
1947     25     1922      0.19833
1947     26     1921      0.19172
1947     27     1920      0.18038
1947     28     1919      0.16319
1947     29     1918      0.15036
1947     30     1917      0.14099
1947     31     1916      0.12478
1947     32     1915      0.11251
1947     33     1914      0.10333
1947     34     1913      0.09110
1947     35     1912      0.07984
1947     36     1911      0.06983
1947     37     1910      0.06083
1947     38     1909      0.05171
1947     39     1908      0.04263
1947     40     1907      0.03323
1947     41     1906      0.02325
1947     42     1905      0.01710
1947     43     1904      0.01241
1947     44     1903      0.00740
1947     45     1902      0.00416
1947     46     1901      0.00222
1947     47     1900      0.00119
1947     48     1899      0.00052
1947     49     1898      0.00021
1947     50     1897      0.00009
1947     51     1896      0.00004
1947     52     1895      0.00003
1947     53     1894      0.00002
1947     54     1893      0.00003
1947     55+    1892-     0.00011
1948     12-    1936+     0.00000
1948     13     1935      0.00007
1948     14     1934      0.00174
1948     15     1933      0.00842
1948     16     1932      0.02219
1948     17     1931      0.05134
1948     18     1930      0.09226
1948     19     1929      0.13543
1948     20     1928      0.16941
1948     21     1927      0.19046
1948     22     1926      0.19687
1948     23     1925      0.20121
1948     24     1924      0.20062
1948     25     1923      0.18752
1948     26     1922      0.17577
1948     27     1921      0.16735
1948     28     1920      0.15790
1948     29     1919      0.14105
1948     30     1918      0.12916
1948     31     1917      0.11711
1948     32     1916      0.10341
1948     33     1915      0.09464
1948     34     1914      0.08468
1948     35     1913      0.07490
1948     36     1912      0.06415
1948     37     1911      0.05515
1948     38     1910      0.04917
1948     39     1909      0.04050
1948     40     1908      0.03090
1948     41     1907      0.02224
1948     42     1906      0.01628
1948     43     1905      0.01170
1948     44     1904      0.00689
1948     45     1903      0.00394
1948     46     1902      0.00206
1948     47     1901      0.00097
1948     48     1900      0.00055
1948     49     1899      0.00027
1948     50     1898      0.00008
1948     51     1897      0.00003
1948     52     1896      0.00002
1948     53     1895      0.00002
1948     54     1894      0.00002
1948     55+    1893-     0.00008
1949     12-    1937+     0.00000
1949     13     1936      0.00007
1949     14     1935      0.00176
1949     15     1934      0.00864
1949     16     1933      0.02338
1949     17     1932      0.05322
1949     18     1931      0.09313
1949     19     1930      0.13752
1949     20     1929      0.17056
1949     21     1928      0.18898
1949     22     1927      0.19913
1949     23     1926      0.20160
1949     24     1925      0.20093
1949     25     1924      0.19288
1949     26     1923      0.17814
1949     27     1922      0.16524
1949     28     1921      0.15825
1949     29     1920      0.14712
1949     30     1919      0.13083
1949     31     1918      0.11593
1949     32     1917      0.10424
1949     33     1916      0.09317
1949     34     1915      0.08295
1949     35     1914      0.07418
1949     36     1913      0.06390
1949     37     1912      0.05366
1949     38     1911      0.04712
1949     39     1910      0.04035
1949     40     1909      0.03097
1949     41     1908      0.02172
1949     42     1907      0.01586
1949     43     1906      0.01137
1949     44     1905      0.00686
1949     45     1904      0.00392
1949     46     1903      0.00204
1949     47     1902      0.00097
1949     48     1901      0.00048
1949     49     1900      0.00028
1949     50     1899      0.00015
1949     51     1898      0.00007
1949     52     1897      0.00003
1949     53     1896      0.00002
1949     54     1895      0.00001
1949     55+    1894-     0.00000
1950     12-    1938+     0.00000
1950     13     1937      0.00007
1950     14     1936      0.00175
1950     15     1935      0.00873
1950     16     1934      0.02364
1950     17     1933      0.05378
1950     18     1932      0.09296
1950     19     1931      0.13557
1950     20     1930      0.16947
1950     21     1929      0.18658
1950     22     1928      0.19543
1950     23     1927      0.20159
1950     24     1926      0.19793
1950     25     1925      0.19300
1950     26     1924      0.18315
1950     27     1923      0.16538
1950     28     1922      0.15708
1950     29     1921      0.14878
1950     30     1920      0.13518
1950     31     1919      0.11697
1950     32     1918      0.10454
1950     33     1917      0.09500
1950     34     1916      0.08262
1950     35     1915      0.07415
1950     36     1914      0.06423
1950     37     1913      0.05393
1950     38     1912      0.04617
1950     39     1911      0.03888
1950     40     1910      0.03097
1950     41     1909      0.02156
1950     42     1908      0.01552
1950     43     1907      0.01127
1950     44     1906      0.00654
1950     45     1905      0.00369
1950     46     1904      0.00191
1950     47     1903      0.00086
1950     48     1902      0.00040
1950     49     1901      0.00023
1950     50     1900      0.00012
1950     51     1899      0.00006
1950     52     1898      0.00003
1950     53     1897      0.00002
1950     54     1896      0.00001
1950     55+    1895-     0.00000
1951     12-    1939+     0.00000
1951     13     1938      0.00007
1951     14     1937      0.00173
1951     15     1936      0.00902
1951     16     1935      0.02494
1951     17     1934      0.05675
1951     18     1933      0.10030
1951     19     1932      0.14780
1951     20     1931      0.18409
1951     21     1930      0.20368
1951     22     1929      0.21204
1951     23     1928      0.21392
1951     24     1927      0.21157
1951     25     1926      0.20422
1951     26     1925      0.19436
1951     27     1924      0.17738
1951     28     1923      0.16572
1951     29     1922      0.15484
1951     30     1921      0.13942
1951     31     1920      0.12515
1951     32     1919      0.11094
1951     33     1918      0.09829
1951     34     1917      0.08583
1951     35     1916      0.07566
1951     36     1915      0.06647
1951     37     1914      0.05615
1951     38     1913      0.04751
1951     39     1912      0.03926
1951     40     1911      0.03124
1951     41     1910      0.02282
1951     42     1909      0.01603
1951     43     1908      0.01111
1951     44     1907      0.00676
1951     45     1906      0.00372
1951     46     1905      0.00192
1951     47     1904      0.00089
1951     48     1903      0.00040
1951     49     1902      0.00020
1951     50     1901      0.00011
1951     51     1900      0.00008
1951     52     1899      0.00004
1951     53     1898      0.00002
1951     54     1897      0.00001
1951     55+    1896-     0.00000
1952     12-    1940+     0.00000
1952     13     1939      0.00007
1952     14     1938      0.00167
1952     15     1937      0.00851
1952     16     1936      0.02415
1952     17     1935      0.05620
1952     18     1934      0.09944
1952     19     1933      0.14845
1952     20     1932      0.18721
1952     21     1931      0.20848
1952     22     1930      0.22023
1952     23     1929      0.22217
1952     24     1928      0.21639
1952     25     1927      0.21068
1952     26     1926      0.20002
1952     27     1925      0.18456
1952     28     1924      0.17377
1952     29     1923      0.16099
1952     30     1922      0.14505
1952     31     1921      0.12914
1952     32     1920      0.11823
1952     33     1919      0.10445
1952     34     1918      0.08912
1952     35     1917      0.07852
1952     36     1916      0.06738
1952     37     1915      0.05831
1952     38     1914      0.05011
1952     39     1913      0.04139
1952     40     1912      0.03204
1952     41     1911      0.02261
1952     42     1910      0.01676
1952     43     1909      0.01163
1952     44     1908      0.00670
1952     45     1907      0.00378
1952     46     1906      0.00196
1952     47     1905      0.00089
1952     48     1904      0.00040
1952     49     1903      0.00024
1952     50     1902      0.00014
1952     51     1901      0.00007
1952     52     1900      0.00004
1952     53     1899      0.00002
1952     54     1898      0.00001
1952     55+    1897-     0.00000
1953     12-    1941+     0.00000
1953     13     1940      0.00007
1953     14     1939      0.00174
1953     15     1938      0.00874
1953     16     1937      0.02446
1953     17     1936      0.05760
1953     18     1935      0.10316
1953     19     1934      0.15446
1953     20     1933      0.19508
1953     21     1932      0.21586
1953     22     1931      0.22472
1953     23     1930      0.23039
1953     24     1929      0.22396
1953     25     1928      0.21355
1953     26     1927      0.20375
1953     27     1926      0.18599
1953     28     1925      0.17525
1953     29     1924      0.16414
1953     30     1923      0.14723
1953     31     1922      0.12844
1953     32     1921      0.11718
1953     33     1920      0.10788
1953     34     1919      0.09137
1953     35     1918      0.07960
1953     36     1917      0.06930
1953     37     1916      0.05828
1953     38     1915      0.05053
1953     39     1914      0.04177
1953     40     1913      0.03237
1953     41     1912      0.02312
1953     42     1911      0.01665
1953     43     1910      0.01202
1953     44     1909      0.00698
1953     45     1908      0.00364
1953     46     1907      0.00186
1953     47     1906      0.00089
1953     48     1905      0.00039
1953     49     1904      0.00017
1953     50     1903      0.00009
1953     51     1902      0.00007
1953     52     1901      0.00004
1953     53     1900      0.00002
1953     54     1899      0.00001
1953     55+    1898-     0.00000
1954     12-    1942+     0.00000
1954     13     1941      0.00008
1954     14     1940      0.00193
1954     15     1939      0.00952
1954     16     1938      0.02588
1954     17     1937      0.05918
1954     18     1936      0.10433
1954     19     1935      0.15882
1954     20     1934      0.20322
1954     21     1933      0.22666
1954     22     1932      0.23865
1954     23     1931      0.24047
1954     24     1930      0.23568
1954     25     1929      0.22364
1954     26     1928      0.20693
1954     27     1927      0.19127
1954     28     1926      0.17923
1954     29     1925      0.16767
1954     30     1924      0.15346
1954     31     1923      0.13334
1954     32     1922      0.11902
1954     33     1921      0.10910
1954     34     1920      0.09629
1954     35     1919      0.08277
1954     36     1918      0.07109
1954     37     1917      0.06052
1954     38     1916      0.05122
1954     39     1915      0.04320
1954     40     1914      0.03358
1954     41     1913      0.02393
1954     42     1912      0.01725
1954     43     1911      0.01201
1954     44     1910      0.00708
1954     45     1909      0.00372
1954     46     1908      0.00186
1954     47     1907      0.00089
1954     48     1906      0.00039
1954     49     1905      0.00019
1954     50     1904      0.00011
1954     51     1903      0.00007
1954     52     1902      0.00004
1954     53     1901      0.00002
1954     54     1900      0.00001
1954     55+    1899-     0.00000
1955     12-    1943+     0.00000
1955     13     1942      0.00007
1955     14     1941      0.00176
1955     15     1940      0.00930
1955     16     1939      0.02597
1955     17     1938      0.05942
1955     18     1937      0.10432
1955     19     1936      0.15866
1955     20     1935      0.20675
1955     21     1934      0.23324
1955     22     1933      0.24598
1955     23     1932      0.24825
1955     24     1931      0.24071
1955     25     1930      0.23045
1955     26     1929      0.21215
1955     27     1928      0.19079
1955     28     1927      0.18072
1955     29     1926      0.16795
1955     30     1925      0.15262
1955     31     1924      0.13471
1955     32     1923      0.11971
1955     33     1922      0.10786
1955     34     1921      0.09475
1955     35     1920      0.08502
1955     36     1919      0.07173
1955     37     1918      0.05989
1955     38     1917      0.05191
1955     39     1916      0.04315
1955     40     1915      0.03386
1955     41     1914      0.02396
1955     42     1913      0.01710
1955     43     1912      0.01187
1955     44     1911      0.00695
1955     45     1910      0.00385
1955     46     1909      0.00184
1955     47     1908      0.00079
1955     48     1907      0.00036
1955     49     1906      0.00017
1955     50     1905      0.00008
1955     51     1904      0.00004
1955     52     1903      0.00002
1955     53     1902      0.00001
1955     54     1901      0.00000
1955     55+    1900-     0.00000
1956     12-    1944+     0.00000
1956     13     1943      0.00007
1956     14     1942      0.00174
1956     15     1941      0.00932
1956     16     1940      0.02716
1956     17     1939      0.06305
1956     18     1938      0.11024
1956     19     1937      0.16791
1956     20     1936      0.21665
1956     21     1935      0.24467
1956     22     1934      0.25864
1956     23     1933      0.26021
1956     24     1932      0.25195
1956     25     1931      0.23928
1956     26     1930      0.22232
1956     27     1929      0.19596
1956     28     1928      0.18139
1956     29     1927      0.17116
1956     30     1926      0.15407
1956     31     1925      0.13594
1956     32     1924      0.12251
1956     33     1923      0.10964
1956     34     1922      0.09424
1956     35     1921      0.08416
1956     36     1920      0.07416
1956     37     1919      0.06083
1956     38     1918      0.05278
1956     39     1917      0.04335
1956     40     1916      0.03281
1956     41     1915      0.02426
1956     42     1914      0.01726
1956     43     1913      0.01208
1956     44     1912      0.00717
1956     45     1911      0.00385
1956     46     1910      0.00191
1956     47     1909      0.00081
1956     48     1908      0.00032
1956     49     1907      0.00016
1956     50     1906      0.00008
1956     51     1905      0.00004
1956     52     1904      0.00002
1956     53     1903      0.00001
1956     54     1902      0.00001
1956     55+    1901-     0.00000
1957     12-    1945+     0.00000
