Italy, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 10/05/2022
Year    ARDY   Cohort        ASFR
1955     55+    1900-     0.00000
1956     12-    1944+     0.00000
1956     13     1943      0.00007
1956     14     1942      0.00040
1956     15     1941      0.00132
1956     16     1940      0.00409
1956     17     1939      0.00951
1956     18     1938      0.01901
1956     19     1937      0.03362
1956     20     1936      0.05366
1956     21     1935      0.07697
1956     22     1934      0.10103
1956     23     1933      0.12147
1956     24     1932      0.13554
1956     25     1931      0.14571
1956     26     1930      0.15113
1956     27     1929      0.14811
1956     28     1928      0.14356
1956     29     1927      0.13868
1956     30     1926      0.13170
1956     31     1925      0.12227
1956     32     1924      0.11331
1956     33     1923      0.10416
1956     34     1922      0.09358
1956     35     1921      0.08585
1956     36     1920      0.07786
1956     37     1919      0.07052
1956     38     1918      0.06202
1956     39     1917      0.05285
1956     40     1916      0.04452
1956     41     1915      0.03541
1956     42     1914      0.02714
1956     43     1913      0.01966
1956     44     1912      0.01260
1956     45     1911      0.00734
1956     46     1910      0.00396
1956     47     1909      0.00182
1956     48     1908      0.00072
1956     49     1907      0.00027
1956     50     1906      0.00010
1956     51     1905      0.00004
1956     52     1904      0.00002
1956     53     1903      0.00001
1956     54     1902      0.00000
1956     55+    1901-     0.00000
1957     12-    1945+     0.00000
1957     13     1944      0.00006
1957     14     1943      0.00040
1957     15     1942      0.00137
1957     16     1941      0.00416
1957     17     1940      0.00947
1957     18     1939      0.01920
1957     19     1938      0.03331
1957     20     1937      0.05225
1957     21     1936      0.07618
1957     22     1935      0.10120
1957     23     1934      0.12271
1957     24     1933      0.13784
1957     25     1932      0.14760
1957     26     1931      0.15208
1957     27     1930      0.15107
1957     28     1929      0.14526
1957     29     1928      0.13910
1957     30     1927      0.13249
1957     31     1926      0.12327
1957     32     1925      0.11328
1957     33     1924      0.10410
1957     34     1923      0.09460
1957     35     1922      0.08433
1957     36     1921      0.07620
1957     37     1920      0.06761
1957     38     1919      0.06030
1957     39     1918      0.05233
1957     40     1917      0.04285
1957     41     1916      0.03398
1957     42     1915      0.02597
1957     43     1914      0.01859
1957     44     1913      0.01206
1957     45     1912      0.00711
1957     46     1911      0.00357
1957     47     1910      0.00164
1957     48     1909      0.00068
1957     49     1908      0.00027
1957     50     1907      0.00020
1957     51     1906      0.00018
1957     52     1905      0.00010
1957     53     1904      0.00004
1957     54     1903      0.00001
1957     55+    1902-     0.00000
1958     12-    1946+     0.00000
1958     13     1945      0.00007
1958     14     1944      0.00043
1958     15     1943      0.00123
1958     16     1942      0.00381
1958     17     1941      0.00942
1958     18     1940      0.01854
1958     19     1939      0.03271
1958     20     1938      0.05158
1958     21     1937      0.07351
1958     22     1936      0.09895
1958     23     1935      0.12245
1958     24     1934      0.13970
1958     25     1933      0.14918
1958     26     1932      0.15199
1958     27     1931      0.15235
1958     28     1930      0.14960
1958     29     1929      0.14002
1958     30     1928      0.13093
1958     31     1927      0.12282
1958     32     1926      0.11281
1958     33     1925      0.10286
1958     34     1924      0.09346
1958     35     1923      0.08380
1958     36     1922      0.07385
1958     37     1921      0.06573
1958     38     1920      0.05680
1958     39     1919      0.04964
1958     40     1918      0.04191
1958     41     1917      0.03306
1958     42     1916      0.02481
1958     43     1915      0.01742
1958     44     1914      0.01111
1958     45     1913      0.00657
1958     46     1912      0.00341
1958     47     1911      0.00156
1958     48     1910      0.00066
1958     49     1909      0.00024
1958     50     1908      0.00009
1958     51     1907      0.00004
1958     52     1906      0.00002
1958     53     1905      0.00001
1958     54     1904      0.00000
1958     55+    1903-     0.00000
1959     12-    1947+     0.00000
1959     13     1946      0.00005
1959     14     1945      0.00042
1959     15     1944      0.00150
1959     16     1943      0.00442
1959     17     1942      0.01016
1959     18     1941      0.01996
1959     19     1940      0.03450
1959     20     1939      0.05474
1959     21     1938      0.07742
1959     22     1937      0.10225
1959     23     1936      0.12644
1959     24     1935      0.14471
1959     25     1934      0.15665
1959     26     1933      0.16080
1959     27     1932      0.15846
1959     28     1931      0.15371
1959     29     1930      0.14697
1959     30     1929      0.13635
1959     31     1928      0.12575
1959     32     1927      0.11619
1959     33     1926      0.10458
1959     34     1925      0.09406
1959     35     1924      0.08548
1959     36     1923      0.07587
1959     37     1922      0.06590
1959     38     1921      0.05805
1959     39     1920      0.04968
1959     40     1919      0.04207
1959     41     1918      0.03338
1959     42     1917      0.02454
1959     43     1916      0.01706
1959     44     1915      0.01114
1959     45     1914      0.00652
1959     46     1913      0.00342
1959     47     1912      0.00163
1959     48     1911      0.00065
1959     49     1910      0.00030
1959     50     1909      0.00019
1959     51     1908      0.00011
1959     52     1907      0.00005
1959     53     1906      0.00002
1959     54     1905      0.00001
1959     55+    1904-     0.00000
1960     12-    1948+     0.00000
1960     13     1947      0.00007
1960     14     1946      0.00046
1960     15     1945      0.00160
1960     16     1944      0.00491
1960     17     1943      0.01088
1960     18     1942      0.02062
1960     19     1941      0.03571
1960     20     1940      0.05604
1960     21     1939      0.07965
1960     22     1938      0.10450
1960     23     1937      0.12715
1960     24     1936      0.14615
1960     25     1935      0.15881
1960     26     1934      0.16447
1960     27     1933      0.16335
1960     28     1932      0.15594
1960     29     1931      0.14960
1960     30     1930      0.14125
1960     31     1929      0.12744
1960     32     1928      0.11629
1960     33     1927      0.10660
1960     34     1926      0.09510
1960     35     1925      0.08559
1960     36     1924      0.07606
1960     37     1923      0.06567
1960     38     1922      0.05652
1960     39     1921      0.04873
1960     40     1920      0.04044
1960     41     1919      0.03316
1960     42     1918      0.02499
1960     43     1917      0.01732
1960     44     1916      0.01083
1960     45     1915      0.00643
1960     46     1914      0.00347
1960     47     1913      0.00169
1960     48     1912      0.00080
1960     49     1911      0.00036
1960     50     1910      0.00021
1960     51     1909      0.00013
1960     52     1908      0.00006
1960     53     1907      0.00003
1960     54     1906      0.00001
1960     55+    1905-     0.00000
1961     12-    1949+     0.00000
1961     13     1948      0.00010
1961     14     1947      0.00053
1961     15     1946      0.00157
1961     16     1945      0.00521
1961     17     1944      0.01191
1961     18     1943      0.02226
1961     19     1942      0.03626
1961     20     1941      0.05606
1961     21     1940      0.08163
1961     22     1939      0.10613
1961     23     1938      0.12843
1961     24     1937      0.14746
1961     25     1936      0.16042
1961     26     1935      0.16641
1961     27     1934      0.16461
1961     28     1933      0.15860
1961     29     1932      0.14818
1961     30     1931      0.14025
1961     31     1930      0.13194
1961     32     1929      0.11682
1961     33     1928      0.10460
1961     34     1927      0.09524
1961     35     1926      0.08531
1961     36     1925      0.07506
1961     37     1924      0.06563
1961     38     1923      0.05564
1961     39     1922      0.04575
1961     40     1921      0.03862
1961     41     1920      0.03017
1961     42     1919      0.02327
1961     43     1918      0.01687
1961     44     1917      0.01076
1961     45     1916      0.00609
1961     46     1915      0.00311
1961     47     1914      0.00150
1961     48     1913      0.00073
1961     49     1912      0.00036
1961     50     1911      0.00021
1961     51     1910      0.00014
1961     52     1909      0.00007
1961     53     1908      0.00003
1961     54     1907      0.00001
1961     55+    1906-     0.00000
1962     12-    1950+     0.00000
1962     13     1949      0.00003
1962     14     1948      0.00028
1962     15     1947      0.00119
1962     16     1946      0.00463
1962     17     1945      0.01246
1962     18     1944      0.02315
1962     19     1943      0.03820
1962     20     1942      0.05809
1962     21     1941      0.08301
1962     22     1940      0.10915
1962     23     1939      0.13298
1962     24     1938      0.15156
1962     25     1937      0.16267
1962     26     1936      0.16801
1962     27     1935      0.16862
1962     28     1934      0.16280
1962     29     1933      0.15334
1962     30     1932      0.14304
1962     31     1931      0.13439
1962     32     1930      0.12388
1962     33     1929      0.10828
1962     34     1928      0.09673
1962     35     1927      0.08691
1962     36     1926      0.07562
1962     37     1925      0.06638
1962     38     1924      0.05731
1962     39     1923      0.04756
1962     40     1922      0.03820
1962     41     1921      0.03031
1962     42     1920      0.02303
1962     43     1919      0.01682
1962     44     1918      0.01069
1962     45     1917      0.00625
1962     46     1916      0.00321
1962     47     1915      0.00151
1962     48     1914      0.00062
1962     49     1913      0.00029
1962     50     1912      0.00020
1962     51     1911      0.00013
1962     52     1910      0.00007
1962     53     1909      0.00003
1962     54     1908      0.00001
1962     55+    1907-     0.00000
1963     12-    1951+     0.00000
1963     13     1950      0.00011
1963     14     1949      0.00065
1963     15     1948      0.00197
1963     16     1947      0.00589
1963     17     1946      0.01321
1963     18     1945      0.02541
1963     19     1944      0.04222
1963     20     1943      0.06395
1963     21     1942      0.08897
1963     22     1941      0.11467
1963     23     1940      0.13986
1963     24     1939      0.15828
1963     25     1938      0.17081
1963     26     1937      0.17600
1963     27     1936      0.17346
1963     28     1935      0.16855
1963     29     1934      0.15951
1963     30     1933      0.14935
1963     31     1932      0.13585
1963     32     1931      0.12383
1963     33     1930      0.11239
1963     34     1929      0.09838
1963     35     1928      0.08827
1963     36     1927      0.07772
1963     37     1926      0.06657
1963     38     1925      0.05673
1963     39     1924      0.04726
1963     40     1923      0.03863
1963     41     1922      0.02967
1963     42     1921      0.02201
1963     43     1920      0.01529
1963     44     1919      0.01021
1963     45     1918      0.00567
1963     46     1917      0.00280
1963     47     1916      0.00128
1963     48     1915      0.00055
1963     49     1914      0.00028
1963     50     1913      0.00015
1963     51     1912      0.00007
1963     52     1911      0.00004
1963     53     1910      0.00002
1963     54     1909      0.00001
1963     55+    1908-     0.00000
1964     12-    1952+     0.00000
1964     13     1951      0.00006
1964     14     1950      0.00040
1964     15     1949      0.00158
1964     16     1948      0.00637
1964     17     1947      0.01617
1964     18     1946      0.02891
1964     19     1945      0.04746
1964     20     1944      0.07212
1964     21     1943      0.09994
1964     22     1942      0.12483
1964     23     1941      0.14850
1964     24     1940      0.16861
1964     25     1939      0.18129
1964     26     1938      0.18525
1964     27     1937      0.18135
1964     28     1936      0.17439
1964     29     1935      0.16579
1964     30     1934      0.15616
1964     31     1933      0.14478
1964     32     1932      0.13102
1964     33     1931      0.11745
1964     34     1930      0.10507
1964     35     1929      0.09260
1964     36     1928      0.08131
1964     37     1927      0.07056
1964     38     1926      0.05914
1964     39     1925      0.04923
1964     40     1924      0.04033
1964     41     1923      0.03126
1964     42     1922      0.02264
1964     43     1921      0.01549
1964     44     1920      0.00976
1964     45     1919      0.00602
1964     46     1918      0.00321
1964     47     1917      0.00145
1964     48     1916      0.00051
1964     49     1915      0.00021
1964     50     1914      0.00015
1964     51     1913      0.00012
1964     52     1912      0.00006
1964     53     1911      0.00003
1964     54     1910      0.00001
1964     55+    1909-     0.00000
1965     12-    1953+     0.00000
1965     13     1952      0.00008
1965     14     1951      0.00053
1965     15     1950      0.00183
1965     16     1949      0.00674
1965     17     1948      0.01569
1965     18     1947      0.02941
1965     19     1946      0.04941
1965     20     1945      0.07350
1965     21     1944      0.10207
1965     22     1943      0.12985
1965     23     1942      0.15155
1965     24     1941      0.16725
1965     25     1940      0.17831
1965     26     1939      0.18258
1965     27     1938      0.17933
1965     28     1937      0.17121
1965     29     1936      0.15957
1965     30     1935      0.15001
1965     31     1934      0.13982
1965     32     1933      0.12721
1965     33     1932      0.11406
1965     34     1931      0.10194
1965     35     1930      0.09103
1965     36     1929      0.07903
1965     37     1928      0.06793
1965     38     1927      0.05738
1965     39     1926      0.04767
1965     40     1925      0.03886
1965     41     1924      0.02988
1965     42     1923      0.02170
1965     43     1922      0.01517
1965     44     1921      0.00974
1965     45     1920      0.00563
1965     46     1919      0.00331
1965     47     1918      0.00171
1965     48     1917      0.00079
1965     49     1916      0.00046
1965     50     1915      0.00026
1965     51     1914      0.00010
1965     52     1913      0.00005
1965     53     1912      0.00002
1965     54     1911      0.00001
1965     55+    1910-     0.00000
1966     12-    1954+     0.00000
1966     13     1953      0.00007
1966     14     1952      0.00050
1966     15     1951      0.00181
1966     16     1950      0.00620
1966     17     1949      0.01505
1966     18     1948      0.02833
1966     19     1947      0.04851
1966     20     1946      0.07409
1966     21     1945      0.10101
1966     22     1944      0.12854
1966     23     1943      0.15313
1966     24     1942      0.16667
1966     25     1941      0.17451
1966     26     1940      0.17878
1966     27     1939      0.17463
1966     28     1938      0.16625
1966     29     1937      0.15564
1966     30     1936      0.14592
1966     31     1935      0.13642
1966     32     1934      0.12404
1966     33     1933      0.11261
1966     34     1932      0.10103
1966     35     1931      0.09004
1966     36     1930      0.07935
1966     37     1929      0.06740
1966     38     1928      0.05711
1966     39     1927      0.04769
1966     40     1926      0.03813
1966     41     1925      0.02917
1966     42     1924      0.02108
1966     43     1923      0.01460
1966     44     1922      0.00935
1966     45     1921      0.00579
1966     46     1920      0.00307
1966     47     1919      0.00161
1966     48     1918      0.00080
1966     49     1917      0.00053
1966     50     1916      0.00021
1966     51     1915      0.00005
1966     52     1914      0.00002
1966     53     1913      0.00001
1966     54     1912      0.00000
1966     55+    1911-     0.00000
1967     12-    1955+     0.00000
1967     13     1954      0.00007
1967     14     1953      0.00053
1967     15     1952      0.00170
1967     16     1951      0.00588
1967     17     1950      0.01473
1967     18     1949      0.02751
1967     19     1948      0.04690
1967     20     1947      0.07473
1967     21     1946      0.10320
1967     22     1945      0.12733
1967     23     1944      0.15006
1967     24     1943      0.16557
1967     25     1942      0.17060
1967     26     1941      0.17265
1967     27     1940      0.17006
1967     28     1939      0.16015
1967     29     1938      0.15027
1967     30     1937      0.14106
1967     31     1936      0.12855
1967     32     1935      0.11631
1967     33     1934      0.10645
1967     34     1933      0.09595
1967     35     1932      0.08401
1967     36     1931      0.07398
1967     37     1930      0.06429
1967     38     1929      0.05338
1967     39     1928      0.04388
1967     40     1927      0.03575
1967     41     1926      0.02762
1967     42     1925      0.01996
1967     43     1924      0.01385
1967     44     1923      0.00866
1967     45     1922      0.00490
1967     46     1921      0.00268
1967     47     1920      0.00126
1967     48     1919      0.00051
1967     49     1918      0.00027
1967     50     1917      0.00020
1967     51     1916      0.00010
1967     52     1915      0.00005
1967     53     1914      0.00002
1967     54     1913      0.00001
1967     55+    1912-     0.00000
1968     12-    1956+     0.00000
1968     13     1955      0.00012
1968     14     1954      0.00077
1968     15     1953      0.00236
1968     16     1952      0.00664
1968     17     1951      0.01513
1968     18     1950      0.02840
1968     19     1949      0.04689
1968     20     1948      0.07265
1968     21     1947      0.10340
1968     22     1946      0.13125
1968     23     1945      0.15011
1968     24     1944      0.16236
1968     25     1943      0.17023
1968     26     1942      0.17068
1968     27     1941      0.16681
1968     28     1940      0.15856
1968     29     1939      0.14645
1968     30     1938      0.13677
1968     31     1937      0.12509
1968     32     1936      0.11173
1968     33     1935      0.10152
1968     34     1934      0.09216
1968     35     1933      0.08275
1968     36     1932      0.07175
1968     37     1931      0.06187
1968     38     1930      0.05241
1968     39     1929      0.04258
1968     40     1928      0.03449
1968     41     1927      0.02636
1968     42     1926      0.01923
1968     43     1925      0.01321
1968     44     1924      0.00808
1968     45     1923      0.00466
1968     46     1922      0.00231
1968     47     1921      0.00110
1968     48     1920      0.00054
1968     49     1919      0.00027
1968     50     1918      0.00016
1968     51     1917      0.00010
1968     52     1916      0.00005
1968     53     1915      0.00002
1968     54     1914      0.00001
1968     55+    1913-     0.00000
1969     12-    1957+     0.00000
1969     13     1956      0.00007
1969     14     1955      0.00060
1969     15     1954      0.00220
1969     16     1953      0.00662
1969     17     1952      0.01497
1969     18     1951      0.02836
1969     19     1950      0.04755
1969     20     1949      0.07240
1969     21     1948      0.10047
1969     22     1947      0.13004
1969     23     1946      0.15467
1969     24     1945      0.16438
1969     25     1944      0.17022
1969     26     1943      0.17440
1969     27     1942      0.16816
1969     28     1941      0.15687
1969     29     1940      0.14681
1969     30     1939      0.13658
1969     31     1938      0.12592
1969     32     1937      0.11331
1969     33     1936      0.10115
1969     34     1935      0.09157
1969     35     1934      0.08269
1969     36     1933      0.07317
1969     37     1932      0.06294
1969     38     1931      0.05318
1969     39     1930      0.04388
1969     40     1929      0.03469
1969     41     1928      0.02674
1969     42     1927      0.01980
1969     43     1926      0.01321
1969     44     1925      0.00835
1969     45     1924      0.00481
1969     46     1923      0.00251
1969     47     1922      0.00118
1969     48     1921      0.00049
1969     49     1920      0.00023
1969     50     1919      0.00012
1969     51     1918      0.00006
1969     52     1917      0.00003
1969     53     1916      0.00001
1969     54     1915      0.00001
1969     55+    1914-     0.00000
1970     12-    1958+     0.00000
1970     13     1957      0.00006
1970     14     1956      0.00060
1970     15     1955      0.00240
1970     16     1954      0.00740
1970     17     1953      0.01639
1970     18     1952      0.03017
1970     19     1951      0.05005
1970     20     1950      0.07368
1970     21     1949      0.10037
1970     22     1948      0.12678
1970     23     1947      0.15055
1970     24     1946      0.16657
1970     25     1945      0.16864
1970     26     1944      0.16587
1970     27     1943      0.16475
1970     28     1942      0.15570
1970     29     1941      0.14155
1970     30     1940      0.13030
1970     31     1939      0.11817
1970     32     1938      0.10596
1970     33     1937      0.09520
1970     34     1936      0.08448
1970     35     1935      0.07561
1970     36     1934      0.06717
1970     37     1933      0.05886
1970     38     1932      0.04983
1970     39     1931      0.04048
1970     40     1930      0.03267
1970     41     1929      0.02497
1970     42     1928      0.01816
1970     43     1927      0.01234
1970     44     1926      0.00770
1970     45     1925      0.00436
1970     46     1924      0.00236
1970     47     1923      0.00120
1970     48     1922      0.00044
1970     49     1921      0.00020
1970     50     1920      0.00010
1970     51     1919      0.00004
1970     52     1918      0.00002
1970     53     1917      0.00001
1970     54     1916      0.00000
1970     55+    1915-     0.00000
1971     12-    1959+     0.00000
1971     13     1958      0.00008
1971     14     1957      0.00070
1971     15     1956      0.00259
1971     16     1955      0.00792
1971     17     1954      0.01756
1971     18     1953      0.03217
1971     19     1952      0.05185
1971     20     1951      0.07515
1971     21     1950      0.10171
1971     22     1949      0.12745
1971     23     1948      0.14829
1971     24     1947      0.16424
1971     25     1946      0.17291
1971     26     1945      0.16833
1971     27     1944      0.16090
1971     28     1943      0.15504
1971     29     1942      0.14345
1971     30     1941      0.12873
1971     31     1940      0.11688
1971     32     1939      0.10475
1971     33     1938      0.09294
1971     34     1937      0.08167
1971     35     1936      0.07163
1971     36     1935      0.06391
1971     37     1934      0.05584
1971     38     1933      0.04805
1971     39     1932      0.03987
1971     40     1931      0.03199
1971     41     1930      0.02472
1971     42     1929      0.01742
1971     43     1928      0.01182
1971     44     1927      0.00756
1971     45     1926      0.00422
1971     46     1925      0.00224
1971     47     1924      0.00105
1971     48     1923      0.00047
1971     49     1922      0.00025
1971     50     1921      0.00010
1971     51     1920      0.00003
1971     52     1919      0.00002
1971     53     1918      0.00001
1971     54     1917      0.00000
1971     55+    1916-     0.00000
1972     12-    1960+     0.00000
1972     13     1959      0.00013
1972     14     1958      0.00088
1972     15     1957      0.00274
1972     16     1956      0.00833
1972     17     1955      0.01906
1972     18     1954      0.03450
1972     19     1953      0.05532
1972     20     1952      0.07994
1972     21     1951      0.10442
1972     22     1950      0.12804
1972     23     1949      0.14745
1972     24     1948      0.15981
1972     25     1947      0.16761
1972     26     1946      0.16967
1972     27     1945      0.16047
1972     28     1944      0.14862
1972     29     1943      0.13914
1972     30     1942      0.12664
1972     31     1941      0.11261
1972     32     1940      0.09972
1972     33     1939      0.08749
1972     34     1938      0.07719
1972     35     1937      0.06847
1972     36     1936      0.05899
1972     37     1935      0.05119
1972     38     1934      0.04470
1972     39     1933      0.03740
1972     40     1932      0.02989
1972     41     1931      0.02288
1972     42     1930      0.01671
1972     43     1929      0.01122
1972     44     1928      0.00699
1972     45     1927      0.00397
1972     46     1926      0.00201
1972     47     1925      0.00097
1972     48     1924      0.00042
1972     49     1923      0.00017
1972     50     1922      0.00008
1972     51     1921      0.00005
1972     52     1920      0.00003
1972     53     1919      0.00001
1972     54     1918      0.00001
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00005
1973     14     1959      0.00068
1973     15     1958      0.00292
1973     16     1957      0.00848
1973     17     1956      0.01941
1973     18     1955      0.03560
1973     19     1954      0.05726
1973     20     1953      0.08267
1973     21     1952      0.10801
1973     22     1951      0.13080
1973     23     1950      0.14833
1973     24     1949      0.15902
1973     25     1948      0.16448
1973     26     1947      0.16525
1973     27     1946      0.16130
1973     28     1945      0.14899
1973     29     1944      0.13468
1973     30     1943      0.12481
1973     31     1942      0.11228
1973     32     1941      0.09737
1973     33     1940      0.08627
1973     34     1939      0.07600
1973     35     1938      0.06588
1973     36     1937      0.05711
1973     37     1936      0.04914
1973     38     1935      0.04204
1973     39     1934      0.03486
1973     40     1933      0.02852
1973     41     1932      0.02247
1973     42     1931      0.01625
1973     43     1930      0.01100
1973     44     1929      0.00651
1973     45     1928      0.00357
1973     46     1927      0.00190
1973     47     1926      0.00088
1973     48     1925      0.00040
1973     49     1924      0.00015
1973     50     1923      0.00008
1973     51     1922      0.00008
1973     52     1921      0.00005
1973     53     1920      0.00002
1973     54     1919      0.00001
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00006
1974     14     1960      0.00071
1974     15     1959      0.00324
1974     16     1958      0.00940
1974     17     1957      0.02086
1974     18     1956      0.03834
1974     19     1955      0.06057
1974     20     1954      0.08566
1974     21     1953      0.11037
1974     22     1952      0.13239
1974     23     1951      0.14869
1974     24     1950      0.15914
1974     25     1949      0.16298
1974     26     1948      0.16229
1974     27     1947      0.15865
1974     28     1946      0.14978
1974     29     1945      0.13516
1974     30     1944      0.12117
1974     31     1943      0.10987
1974     32     1942      0.09740
1974     33     1941      0.08400
1974     34     1940      0.07333
1974     35     1939      0.06410
1974     36     1938      0.05515
1974     37     1937      0.04746
1974     38     1936      0.04040
1974     39     1935      0.03341
1974     40     1934      0.02722
1974     41     1933      0.02186
1974     42     1932      0.01603
1974     43     1931      0.01081
1974     44     1930      0.00685
1974     45     1929      0.00375
1974     46     1928      0.00185
1974     47     1927      0.00089
1974     48     1926      0.00037
1974     49     1925      0.00014
1974     50     1924      0.00010
1974     51     1923      0.00009
1974     52     1922      0.00005
1974     53     1921      0.00002
1974     54     1920      0.00001
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00003
1975     14     1961      0.00056
1975     15     1960      0.00303
1975     16     1959      0.00946
1975     17     1958      0.02116
1975     18     1957      0.03746
1975     19     1956      0.05913
1975     20     1955      0.08438
1975     21     1954      0.10932
1975     22     1953      0.12976
1975     23     1952      0.14402
1975     24     1951      0.15158
1975     25     1950      0.15543
1975     26     1949      0.15427
1975     27     1948      0.14820
1975     28     1947      0.13945
1975     29     1946      0.12886
1975     30     1945      0.11445
1975     31     1944      0.10100
1975     32     1943      0.09050
1975     33     1942      0.07860
1975     34     1941      0.06737
1975     35     1940      0.05918
1975     36     1939      0.05115
1975     37     1938      0.04329
1975     38     1937      0.03640
1975     39     1936      0.03016
1975     40     1935      0.02463
1975     41     1934      0.01943
1975     42     1933      0.01435
1975     43     1932      0.00963
1975     44     1931      0.00618
1975     45     1930      0.00369
1975     46     1929      0.00183
1975     47     1928      0.00077
1975     48     1927      0.00028
1975     49     1926      0.00010
1975     50     1925      0.00007
1975     51     1924      0.00006
1975     52     1923      0.00003
1975     53     1922      0.00002
1975     54     1921      0.00001
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00006
1976     15     1961      0.00172
1976     16     1960      0.00789
1976     17     1959      0.02099
1976     18     1958      0.03631
1976     19     1957      0.05833
1976     20     1956      0.08440
1976     21     1955      0.10768
1976     22     1954      0.12549
1976     23     1953      0.13778
1976     24     1952      0.14512
1976     25     1951      0.14836
1976     26     1950      0.14753
1976     27     1949      0.14140
1976     28     1948      0.13281
1976     29     1947      0.12249
1976     30     1946      0.11073
1976     31     1945      0.09689
1976     32     1944      0.08458
1976     33     1943      0.07521
1976     34     1942      0.06538
1976     35     1941      0.05511
1976     36     1940      0.04706
1976     37     1939      0.04009
1976     38     1938      0.03325
1976     39     1937      0.02764
1976     40     1936      0.02210
1976     41     1935      0.01714
1976     42     1934      0.01302
1976     43     1933      0.00904
1976     44     1932      0.00551
1976     45     1931      0.00322
1976     46     1930      0.00183
1976     47     1929      0.00078
1976     48     1928      0.00026
1976     49     1927      0.00010
1976     50     1926      0.00009
1976     51     1925      0.00010
1976     52     1924      0.00006
1976     53     1923      0.00003
1976     54     1922      0.00001
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00000
1977     14     1963      0.00003
1977     15     1962      0.00035
1977     16     1961      0.00477
1977     17     1960      0.01778
1977     18     1959      0.03069
1977     19     1958      0.05299
1977     20     1957      0.07888
1977     21     1956      0.10081
1977     22     1955      0.11968
1977     23     1954      0.13226
1977     24     1953      0.13854
1977     25     1952      0.14182
1977     26     1951      0.14091
1977     27     1950      0.13480
1977     28     1949      0.12523
1977     29     1948      0.11495
1977     30     1947      0.10419
1977     31     1946      0.09382
1977     32     1945      0.08119
1977     33     1944      0.06882
1977     34     1943      0.05950
1977     35     1942      0.05161
1977     36     1941      0.04304
1977     37     1940      0.03593
1977     38     1939      0.02991
1977     39     1938      0.02432
1977     40     1937      0.01919
1977     41     1936      0.01476
1977     42     1935      0.01097
1977     43     1934      0.00752
1977     44     1933      0.00491
1977     45     1932      0.00292
1977     46     1931      0.00157
1977     47     1930      0.00080
1977     48     1929      0.00033
1977     49     1928      0.00012
1977     50     1927      0.00009
1977     51     1926      0.00008
1977     52     1925      0.00004
1977     53     1924      0.00002
1977     54     1923      0.00001
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
